tickid,id,seqno,tradedate,ts,tradeprice,tradesize,askprice,asksize,bidprice,bidsize,type_
9120,Security_43,7,2022-11-21,09:38:25,10.0312,3400.0,,,,,CT 
9140,Security_71,14,2022-11-21,09:38:30,,,92.0625,4100.0,,,Q  
9144,Security_45,4,2022-11-21,09:38:31,,,,,86.9688,5600.0,Q  
9146,Security_59,14,2022-11-21,09:38:32,,,,,90.0312,5500.0,Q  
9150,Security_19,10,2022-11-21,09:38:33,0.9375,4000.0,,,,,T  
9159,Security_93,10,2022-11-21,09:38:35,,,,,73.0938,2400.0,Q  
9163,Security_94,9,2022-11-21,09:38:36,66.9375,3400.0,,,,,CT 
9193,Security_91,11,2022-11-21,09:38:44,,,42.0312,4600.0,,,Q  
9199,Security_16,14,2022-11-21,09:38:46,97.0625,2300.0,,,,,T  
9200,Security_1,13,2022-11-21,09:38:46,4.0625,8700.0,,,,,T  
9210,Security_97,9,2022-11-21,09:38:48,,,,,84.0,5500.0,Q  
9228,Security_54,16,2022-11-21,09:38:53,,,27.0625,1600.0,,,Q  
9233,Security_74,8,2022-11-21,09:38:54,,,93.0312,7100.0,,,Q  
9243,Security_15,11,2022-11-21,09:38:57,31.0625,8000.0,,,,,CT 
9248,Security_68,10,2022-11-21,09:38:58,33.0625,4900.0,,,,,CT 
9256,Security_91,12,2022-11-21,09:39:00,42.0312,4600.0,,,,,T  
9258,Security_35,10,2022-11-21,09:39:00,,,57.9062,1300.0,,,Q  
9262,Security_14,6,2022-11-21,09:39:01,82.0625,1300.0,,,,,CT 
9290,Security_18,15,2022-11-21,09:39:08,,,,,45.0625,7400.0,Q  
9296,Security_66,9,2022-11-21,09:39:10,3.0312,4400.0,,,,,CT 
9297,Security_36,16,2022-11-21,09:39:10,,,51.0,6500.0,,,Q  
9326,Security_14,7,2022-11-21,09:39:17,82.0625,1800.0,,,,,CT 
9329,Security_42,2,2022-11-21,09:39:18,,,41.0938,5800.0,,,Q  
9334,Security_94,10,2022-11-21,09:39:19,,,67.0,5100.0,,,Q  
9349,Security_69,9,2022-11-21,09:39:23,77.0,900.0,,,,,CT 
9378,Security_95,8,2022-11-21,09:39:30,0.9688,8100.0,,,,,T  
9384,Security_61,7,2022-11-21,09:39:32,53.0625,6000.0,,,,,T  
9395,Security_97,10,2022-11-21,09:39:35,84.0,7200.0,,,,,CT 
9416,Security_59,15,2022-11-21,09:39:40,90.0312,200.0,,,,,CT 
9438,Security_50,8,2022-11-21,09:39:46,,,,,43.0312,3200.0,Q  
9445,Security_56,5,2022-11-21,09:39:47,25.0625,1300.0,,,,,CT 
9451,Security_29,8,2022-11-21,09:39:49,11.125,9600.0,,,,,CT 
9474,Security_10,15,2022-11-21,09:39:55,,,,,70.1562,3400.0,Q  
9484,Security_81,10,2022-11-21,09:39:57,,,,,95.125,2700.0,Q  
9511,Security_0,8,2022-11-21,09:40:04,,,95.1562,6200.0,,,Q  
9519,Security_25,9,2022-11-21,09:40:06,,,,,75.0625,1200.0,Q  
9526,Security_43,8,2022-11-21,09:40:08,10.0312,1900.0,,,,,T  
9530,Security_2,13,2022-11-21,09:40:09,,,90.125,9000.0,,,Q  
9539,Security_30,7,2022-11-21,09:40:11,,,22.0,5100.0,,,Q  
9557,Security_20,9,2022-11-21,09:40:16,55.0312,8600.0,,,,,T  
9609,Security_97,11,2022-11-21,09:40:29,84.0,6900.0,,,,,T  
9616,Security_33,14,2022-11-21,09:40:30,,,,,68.9688,8200.0,Q  
9617,Security_51,11,2022-11-21,09:40:31,,,32.125,8300.0,,,Q  
9646,Security_4,9,2022-11-21,09:40:38,62.0,9200.0,,,,,T  
9659,Security_76,8,2022-11-21,09:40:42,83.0625,5000.0,,,,,T  
9660,Security_95,9,2022-11-21,09:40:42,0.9688,100.0,,,,,CT 
9667,Security_18,16,2022-11-21,09:40:44,45.0625,3100.0,,,,,T  
9671,Security_66,10,2022-11-21,09:40:45,,,,,3.0625,600.0,Q  
9706,Security_35,11,2022-11-21,09:40:53,,,,,57.9062,5600.0,Q  
9731,Security_9,9,2022-11-21,09:41:00,,,61.0625,8800.0,,,Q  
9732,Security_89,11,2022-11-21,09:41:00,85.0938,1000.0,,,,,CT 
9742,Security_90,12,2022-11-21,09:41:03,50.0,8100.0,,,,,T  
9759,Security_0,9,2022-11-21,09:41:07,95.0625,1100.0,,,,,CT 
9789,Security_59,16,2022-11-21,09:41:14,,,90.0312,7800.0,,,Q  
9790,Security_85,11,2022-11-21,09:41:15,27.0938,6200.0,,,,,CT 
9822,Security_8,11,2022-11-21,09:41:23,,,,,81.0312,2900.0,Q  
9833,Security_21,9,2022-11-21,09:41:26,,,,,11.9688,4100.0,Q  
9845,Security_75,14,2022-11-21,09:41:29,35.0938,2100.0,,,,,T  
9865,Security_71,15,2022-11-21,09:41:34,,,92.0625,1700.0,,,Q  
11235,Security_18,17,2022-11-21,09:47:22,,,,,45.0625,3700.0,Q  
9874,Security_34,6,2022-11-21,09:41:36,51.9375,5400.0,,,,,T  
9875,Security_77,14,2022-11-21,09:41:37,49.0312,8900.0,,,,,T  
9879,Security_38,13,2022-11-21,09:41:38,29.0312,8500.0,,,,,T  
9881,Security_94,11,2022-11-21,09:41:38,,,66.9375,4700.0,,,Q  
9896,Security_98,8,2022-11-21,09:41:42,,,23.0312,8800.0,,,Q  
9907,Security_59,17,2022-11-21,09:41:45,,,,,90.0938,700.0,Q  
9908,Security_70,14,2022-11-21,09:41:45,,,,,60.9688,8600.0,Q  
9918,Security_51,12,2022-11-21,09:41:47,32.0625,300.0,,,,,CT 
9920,Security_89,12,2022-11-21,09:41:48,85.0938,7300.0,,,,,T  
9921,Security_70,15,2022-11-21,09:41:48,,,,,60.9688,400.0,Q  
9940,Security_39,11,2022-11-21,09:41:53,,,,,76.0938,2700.0,Q  
9946,Security_36,17,2022-11-21,09:41:54,51.0,4900.0,,,,,CT 
9963,Security_12,8,2022-11-21,09:41:59,,,,,19.9688,8300.0,Q  
9973,Security_85,12,2022-11-21,09:42:01,27.0938,8100.0,,,,,T  
9975,Security_13,12,2022-11-21,09:42:02,,,,,27.0,4200.0,Q  
9978,Security_93,11,2022-11-21,09:42:02,,,73.1875,1400.0,,,Q  
9995,Security_52,14,2022-11-21,09:42:07,20.0625,9000.0,,,,,T  
10015,Security_62,8,2022-11-21,09:42:12,53.0,4900.0,,,,,CT 
10033,Security_58,7,2022-11-21,09:42:16,49.0312,3700.0,,,,,CT 
10059,Security_80,7,2022-11-21,09:42:23,,,80.0312,6800.0,,,Q  
10061,Security_41,10,2022-11-21,09:42:23,16.0625,1700.0,,,,,CT 
10081,Security_60,12,2022-11-21,09:42:28,,,,,72.0938,7800.0,Q  
11768,Security_84,13,2022-11-21,09:49:38,45.9062,1700.0,,,,,CT 
10125,Security_26,9,2022-11-21,09:42:39,,,5.125,1100.0,,,Q  
10137,Security_41,11,2022-11-21,09:42:42,16.0625,7000.0,,,,,CT 
10150,Security_79,12,2022-11-21,09:42:45,,,,,39.0,7700.0,Q  
10158,Security_15,12,2022-11-21,09:42:47,,,31.0938,5000.0,,,Q  
10167,Security_42,3,2022-11-21,09:42:50,,,,,41.0312,2400.0,Q  
10170,Security_9,10,2022-11-21,09:42:50,,,,,61.0,7300.0,Q  
10202,Security_61,8,2022-11-21,09:42:59,53.0625,2600.0,,,,,CT 
10217,Security_30,8,2022-11-21,09:43:02,,,,,22.0,3600.0,Q  
10239,Security_92,13,2022-11-21,09:43:08,2.0625,2900.0,,,,,CT 
10244,Security_16,15,2022-11-21,09:43:09,,,,,97.125,900.0,Q  
12376,Security_11,15,2022-11-21,09:52:12,73.0312,6900.0,,,,,T  
10251,Security_7,8,2022-11-21,09:43:11,47.0312,9800.0,,,,,CT 
10267,Security_70,16,2022-11-21,09:43:15,60.9688,9800.0,,,,,CT 
10269,Security_84,12,2022-11-21,09:43:15,,,45.9062,3500.0,,,Q  
10272,Security_82,8,2022-11-21,09:43:16,31.0,5000.0,,,,,T  
10281,Security_27,12,2022-11-21,09:43:18,,,31.1562,8400.0,,,Q  
10282,Security_85,13,2022-11-21,09:43:19,,,27.0938,7000.0,,,Q  
10287,Security_17,11,2022-11-21,09:43:20,76.0312,3000.0,,,,,T  
10291,Security_47,12,2022-11-21,09:43:21,63.0938,9200.0,,,,,CT 
10295,Security_57,2,2022-11-21,09:43:22,,,64.0938,4100.0,,,Q  
10314,Security_86,10,2022-11-21,09:43:27,29.0938,8900.0,,,,,CT 
10320,Security_70,17,2022-11-21,09:43:29,60.9688,1200.0,,,,,CT 
10335,Security_51,13,2022-11-21,09:43:32,,,,,32.0938,1200.0,Q  
10337,Security_9,11,2022-11-21,09:43:33,,,61.0312,3800.0,,,Q  
10349,Security_31,9,2022-11-21,09:43:36,67.9688,4500.0,,,,,T  
10352,Security_70,18,2022-11-21,09:43:37,,,,,61.0,8800.0,Q  
10355,Security_35,12,2022-11-21,09:43:37,57.9062,9400.0,,,,,CT 
10369,Security_88,9,2022-11-21,09:43:41,,,,,32.0312,5500.0,Q  
10375,Security_72,12,2022-11-21,09:43:43,80.875,3200.0,,,,,CT 
10380,Security_1,14,2022-11-21,09:43:44,,,,,4.0625,6600.0,Q  
10381,Security_55,11,2022-11-21,09:43:44,27.0,9800.0,,,,,T  
10384,Security_34,7,2022-11-21,09:43:45,51.9375,4500.0,,,,,T  
10403,Security_75,15,2022-11-21,09:43:50,,,,,35.125,1100.0,Q  
10405,Security_23,15,2022-11-21,09:43:51,,,53.0312,800.0,,,Q  
10407,Security_54,17,2022-11-21,09:43:51,,,27.125,8100.0,,,Q  
10413,Security_11,14,2022-11-21,09:43:53,73.0312,1000.0,,,,,CT 
10420,Security_9,12,2022-11-21,09:43:54,,,61.0625,1300.0,,,Q  
10426,Security_25,10,2022-11-21,09:43:56,75.0625,1300.0,,,,,T  
10430,Security_30,9,2022-11-21,09:43:57,22.0,4400.0,,,,,T  
10435,Security_28,12,2022-11-21,09:43:58,,,93.9688,7500.0,,,Q  
10437,Security_24,15,2022-11-21,09:43:59,46.0625,2900.0,,,,,T  
10450,Security_20,10,2022-11-21,09:44:02,,,55.0312,3300.0,,,Q  
10456,Security_83,13,2022-11-21,09:44:03,82.1562,8000.0,,,,,CT 
10479,Security_56,6,2022-11-21,09:44:09,25.0625,2200.0,,,,,T  
10480,Security_3,8,2022-11-21,09:44:10,,,,,45.9688,4000.0,Q  
10500,Security_59,18,2022-11-21,09:44:15,90.0938,3300.0,,,,,CT 
10533,Security_20,11,2022-11-21,09:44:23,55.0312,6400.0,,,,,T  
12377,Security_14,10,2022-11-21,09:52:13,82.0938,500.0,,,,,CT 
10563,Security_95,10,2022-11-21,09:44:31,0.9688,1100.0,,,,,CT 
10564,Security_68,11,2022-11-21,09:44:31,,,33.0625,3600.0,,,Q  
10570,Security_21,10,2022-11-21,09:44:33,,,,,11.9375,3600.0,Q  
10575,Security_16,16,2022-11-21,09:44:34,97.125,7500.0,,,,,CT 
10599,Security_46,19,2022-11-21,09:44:40,47.0312,1400.0,,,,,T  
10626,Security_23,16,2022-11-21,09:44:47,52.9688,6700.0,,,,,T  
10655,Security_42,4,2022-11-21,09:44:54,41.0312,6200.0,,,,,T  
10669,Security_45,5,2022-11-21,09:44:57,,,87.0,3900.0,,,Q  
10672,Security_24,16,2022-11-21,09:44:58,46.0625,4500.0,,,,,CT 
10678,Security_10,16,2022-11-21,09:45:00,,,,,70.125,4300.0,Q  
10683,Security_14,8,2022-11-21,09:45:01,,,,,82.0938,6700.0,Q  
10703,Security_27,13,2022-11-21,09:45:06,,,31.0625,2600.0,,,Q  
10713,Security_9,13,2022-11-21,09:45:09,,,,,61.0,500.0,Q  
10714,Security_92,14,2022-11-21,09:45:10,2.0625,4000.0,,,,,T  
10730,Security_91,13,2022-11-21,09:45:14,,,,,42.0,4100.0,Q  
10732,Security_58,8,2022-11-21,09:45:14,,,49.125,3500.0,,,Q  
10734,Security_95,11,2022-11-21,09:45:15,,,,,1.0312,3200.0,Q  
10737,Security_40,12,2022-11-21,09:45:15,,,10.0312,9100.0,,,Q  
10754,Security_20,12,2022-11-21,09:45:20,55.0312,8600.0,,,,,CT 
10787,Security_39,12,2022-11-21,09:45:28,76.0938,800.0,,,,,CT 
10800,Security_69,10,2022-11-21,09:45:31,,,77.0625,1100.0,,,Q  
10802,Security_86,11,2022-11-21,09:45:32,29.0938,8800.0,,,,,T  
10803,Security_34,8,2022-11-21,09:45:32,51.9375,3400.0,,,,,CT 
10805,Security_74,9,2022-11-21,09:45:32,93.0,6400.0,,,,,CT 
10806,Security_3,9,2022-11-21,09:45:33,,,45.9688,9100.0,,,Q  
10808,Security_49,7,2022-11-21,09:45:33,,,,,62.0938,9900.0,Q  
10814,Security_76,9,2022-11-21,09:45:35,83.0625,8500.0,,,,,CT 
10824,Security_27,14,2022-11-21,09:45:37,31.0625,7600.0,,,,,CT 
10828,Security_1,15,2022-11-21,09:45:38,4.0625,6700.0,,,,,CT 
10853,Security_58,9,2022-11-21,09:45:44,49.0312,4200.0,,,,,CT 
10873,Security_12,9,2022-11-21,09:45:49,,,20.0625,5100.0,,,Q  
10886,Security_1,16,2022-11-21,09:45:53,4.0625,9800.0,,,,,T  
10887,Security_56,7,2022-11-21,09:45:53,25.0625,6500.0,,,,,T  
10893,Security_64,11,2022-11-21,09:45:54,,,,,56.0625,7800.0,Q  
10894,Security_55,12,2022-11-21,09:45:55,27.0,9400.0,,,,,CT 
10898,Security_6,10,2022-11-21,09:45:56,,,,,57.9375,3600.0,Q  
10913,Security_14,9,2022-11-21,09:46:00,,,82.1875,8500.0,,,Q  
10929,Security_86,12,2022-11-21,09:46:04,29.0938,3500.0,,,,,CT 
10954,Security_89,13,2022-11-21,09:46:10,,,85.1562,4200.0,,,Q  
10963,Security_79,13,2022-11-21,09:46:13,39.0,6600.0,,,,,CT 
10979,Security_94,12,2022-11-21,09:46:17,66.9375,200.0,,,,,CT 
10981,Security_16,17,2022-11-21,09:46:17,97.125,800.0,,,,,T  
10987,Security_2,14,2022-11-21,09:46:19,,,90.0938,1300.0,,,Q  
10993,Security_24,17,2022-11-21,09:46:21,46.0625,1700.0,,,,,T  
10998,Security_29,9,2022-11-21,09:46:22,,,11.125,9300.0,,,Q  
11020,Security_41,12,2022-11-21,09:46:27,16.0625,7900.0,,,,,CT 
11036,Security_24,18,2022-11-21,09:46:31,46.0625,3700.0,,,,,CT 
11038,Security_17,12,2022-11-21,09:46:32,,,76.0938,5500.0,,,Q  
11096,Security_47,13,2022-11-21,09:46:47,63.0938,9100.0,,,,,CT 
11098,Security_22,17,2022-11-21,09:46:47,,,,,17.9375,9100.0,Q  
11105,Security_53,6,2022-11-21,09:46:49,,,21.0625,4200.0,,,Q  
11108,Security_95,12,2022-11-21,09:46:50,1.0312,7900.0,,,,,CT 
11114,Security_75,16,2022-11-21,09:46:51,35.125,5600.0,,,,,T  
11119,Security_7,9,2022-11-21,09:46:52,47.0312,5700.0,,,,,CT 
11125,Security_0,10,2022-11-21,09:46:54,,,,,95.0,8700.0,Q  
11134,Security_6,11,2022-11-21,09:46:57,,,,,57.9688,3200.0,Q  
11140,Security_27,15,2022-11-21,09:46:58,,,,,31.0625,3700.0,Q  
11141,Security_34,9,2022-11-21,09:46:58,,,52.0,8500.0,,,Q  
11145,Security_8,12,2022-11-21,09:46:59,,,,,81.0625,3500.0,Q  
11156,Security_74,10,2022-11-21,09:47:02,93.0,300.0,,,,,T  
11167,Security_77,15,2022-11-21,09:47:05,49.0312,2100.0,,,,,T  
11171,Security_37,10,2022-11-21,09:47:06,97.0,7200.0,,,,,T  
11178,Security_54,18,2022-11-21,09:47:08,,,,,27.0938,7800.0,Q  
11185,Security_70,19,2022-11-21,09:47:09,61.0,9400.0,,,,,CT 
11192,Security_6,12,2022-11-21,09:47:11,,,58.0312,1800.0,,,Q  
11193,Security_57,3,2022-11-21,09:47:11,64.0,1400.0,,,,,T  
11201,Security_10,17,2022-11-21,09:47:13,70.125,6700.0,,,,,T  
11208,Security_16,18,2022-11-21,09:47:15,97.125,9300.0,,,,,T  
11223,Security_55,13,2022-11-21,09:47:19,,,,,27.0625,7100.0,Q  
11227,Security_94,13,2022-11-21,09:47:20,,,,,67.0,4000.0,Q  
11229,Security_60,13,2022-11-21,09:47:20,,,,,72.0312,9700.0,Q  
11234,Security_71,16,2022-11-21,09:47:22,,,92.0625,2500.0,,,Q  
11239,Security_49,8,2022-11-21,09:47:23,62.0938,100.0,,,,,T  
11240,Security_71,17,2022-11-21,09:47:23,92.0625,500.0,,,,,T  
11254,Security_98,9,2022-11-21,09:47:27,,,,,22.9688,9200.0,Q  
11256,Security_42,5,2022-11-21,09:47:27,41.0312,3200.0,,,,,CT 
11261,Security_40,13,2022-11-21,09:47:28,,,10.0,500.0,,,Q  
11269,Security_68,12,2022-11-21,09:47:31,,,,,33.0625,7800.0,Q  
11272,Security_22,18,2022-11-21,09:47:31,17.9375,7900.0,,,,,CT 
11274,Security_85,14,2022-11-21,09:47:32,27.0938,700.0,,,,,CT 
11279,Security_86,13,2022-11-21,09:47:33,,,29.0938,5400.0,,,Q  
11326,Security_61,9,2022-11-21,09:47:45,,,,,53.0312,8800.0,Q  
11332,Security_61,10,2022-11-21,09:47:47,53.0312,1000.0,,,,,T  
11334,Security_67,8,2022-11-21,09:47:47,62.9688,1300.0,,,,,T  
11348,Security_60,14,2022-11-21,09:47:51,,,,,72.0938,4100.0,Q  
11353,Security_36,18,2022-11-21,09:47:52,51.0,3800.0,,,,,CT 
11354,Security_94,14,2022-11-21,09:47:52,,,,,67.0312,6600.0,Q  
11367,Security_22,19,2022-11-21,09:47:55,17.9375,1300.0,,,,,CT 
11376,Security_45,6,2022-11-21,09:47:58,86.9688,1700.0,,,,,CT 
11379,Security_94,15,2022-11-21,09:47:58,,,67.125,4200.0,,,Q  
11394,Security_46,20,2022-11-21,09:48:02,,,47.0625,400.0,,,Q  
11401,Security_74,11,2022-11-21,09:48:04,93.0,7500.0,,,,,T  
11402,Security_33,15,2022-11-21,09:48:04,,,,,68.9375,1600.0,Q  
11404,Security_56,8,2022-11-21,09:48:05,,,,,25.0625,6300.0,Q  
11410,Security_18,18,2022-11-21,09:48:06,,,,,45.0625,5800.0,Q  
11415,Security_33,16,2022-11-21,09:48:08,68.9375,2300.0,,,,,T  
11422,Security_3,10,2022-11-21,09:48:10,,,,,45.9688,9000.0,Q  
11455,Security_89,14,2022-11-21,09:48:18,,,,,85.0312,200.0,Q  
11458,Security_52,15,2022-11-21,09:48:19,20.0625,100.0,,,,,T  
11476,Security_60,15,2022-11-21,09:48:23,,,72.125,2100.0,,,Q  
11479,Security_38,14,2022-11-21,09:48:24,,,,,29.0312,7500.0,Q  
11488,Security_62,9,2022-11-21,09:48:26,53.0,9600.0,,,,,T  
11490,Security_33,17,2022-11-21,09:48:27,,,69.0,8500.0,,,Q  
11496,Security_70,20,2022-11-21,09:48:28,,,61.0312,2100.0,,,Q  
11509,Security_91,14,2022-11-21,09:48:31,42.0,4300.0,,,,,T  
11518,Security_57,4,2022-11-21,09:48:34,64.0,2900.0,,,,,CT 
11522,Security_37,11,2022-11-21,09:48:35,,,97.0625,7700.0,,,Q  
11524,Security_2,15,2022-11-21,09:48:36,90.0625,1000.0,,,,,CT 
11526,Security_12,10,2022-11-21,09:48:36,,,19.9688,6000.0,,,Q  
11543,Security_61,11,2022-11-21,09:48:40,,,53.0938,9000.0,,,Q  
11552,Security_34,10,2022-11-21,09:48:43,51.9375,8100.0,,,,,T  
11555,Security_45,7,2022-11-21,09:48:43,,,87.0,8500.0,,,Q  
11556,Security_98,10,2022-11-21,09:48:44,22.9688,1300.0,,,,,T  
11567,Security_45,8,2022-11-21,09:48:46,86.9688,1800.0,,,,,T  
11577,Security_20,13,2022-11-21,09:48:49,55.0312,8900.0,,,,,CT 
11580,Security_97,12,2022-11-21,09:48:50,,,,,84.0312,4600.0,Q  
11587,Security_60,16,2022-11-21,09:48:51,72.0938,3900.0,,,,,CT 
11589,Security_83,14,2022-11-21,09:48:52,,,82.1875,6100.0,,,Q  
11601,Security_19,11,2022-11-21,09:48:55,,,1.0312,2800.0,,,Q  
11609,Security_21,11,2022-11-21,09:48:57,,,12.0312,6600.0,,,Q  
11613,Security_3,11,2022-11-21,09:48:58,45.9688,1000.0,,,,,T  
11619,Security_68,13,2022-11-21,09:48:59,,,,,33.125,7700.0,Q  
11630,Security_72,13,2022-11-21,09:49:02,,,80.875,8800.0,,,Q  
11647,Security_46,21,2022-11-21,09:49:07,,,47.0625,1000.0,,,Q  
11656,Security_58,10,2022-11-21,09:49:09,49.0312,6900.0,,,,,CT 
11660,Security_0,11,2022-11-21,09:49:10,,,,,94.9688,1800.0,Q  
11662,Security_37,12,2022-11-21,09:49:11,,,97.0938,2400.0,,,Q  
11675,Security_7,10,2022-11-21,09:49:14,47.0312,4500.0,,,,,T  
11681,Security_52,16,2022-11-21,09:49:16,,,20.125,9200.0,,,Q  
11708,Security_53,7,2022-11-21,09:49:23,,,,,20.9688,9800.0,Q  
11717,Security_56,9,2022-11-21,09:49:25,25.0625,5100.0,,,,,CT 
11723,Security_54,19,2022-11-21,09:49:26,,,27.1562,5400.0,,,Q  
11735,Security_52,17,2022-11-21,09:49:29,20.0625,700.0,,,,,T  
11737,Security_90,13,2022-11-21,09:49:30,50.0,3800.0,,,,,CT 
11747,Security_70,21,2022-11-21,09:49:32,,,61.0312,2400.0,,,Q  
11755,Security_28,13,2022-11-21,09:49:34,93.9688,8000.0,,,,,CT 
11780,Security_64,12,2022-11-21,09:49:41,56.0625,8100.0,,,,,CT 
11781,Security_2,16,2022-11-21,09:49:41,,,90.1562,7900.0,,,Q  
11785,Security_76,10,2022-11-21,09:49:42,83.0625,7600.0,,,,,CT 
11797,Security_41,13,2022-11-21,09:49:45,,,16.0625,5000.0,,,Q  
11802,Security_5,12,2022-11-21,09:49:47,42.9375,3800.0,,,,,CT 
11803,Security_77,16,2022-11-21,09:49:47,,,49.125,4200.0,,,Q  
11847,Security_8,13,2022-11-21,09:49:58,,,,,81.0625,7600.0,Q  
11858,Security_64,13,2022-11-21,09:50:01,56.0625,1500.0,,,,,T  
11871,Security_47,14,2022-11-21,09:50:04,63.0938,2500.0,,,,,T  
11873,Security_32,13,2022-11-21,09:50:05,,,,,82.0312,3500.0,Q  
11876,Security_71,18,2022-11-21,09:50:05,92.0625,7000.0,,,,,T  
11878,Security_96,6,2022-11-21,09:50:06,,,0.0938,7200.0,,,Q  
11887,Security_52,18,2022-11-21,09:50:08,20.0625,8600.0,,,,,CT 
11901,Security_44,11,2022-11-21,09:50:12,,,,,15.1562,5600.0,Q  
11907,Security_0,12,2022-11-21,09:50:13,,,95.0,9300.0,,,Q  
11924,Security_78,6,2022-11-21,09:50:18,,,68.0,4700.0,,,Q  
11931,Security_42,6,2022-11-21,09:50:19,41.0312,7400.0,,,,,T  
11939,Security_87,9,2022-11-21,09:50:21,98.0625,6600.0,,,,,T  
11940,Security_84,14,2022-11-21,09:50:22,45.9062,1700.0,,,,,CT 
11948,Security_35,13,2022-11-21,09:50:24,57.9062,1800.0,,,,,CT 
11996,Security_51,14,2022-11-21,09:50:36,32.0938,8900.0,,,,,T  
11998,Security_49,9,2022-11-21,09:50:37,62.0938,6300.0,,,,,CT 
12009,Security_26,10,2022-11-21,09:50:39,5.0312,2000.0,,,,,T  
12040,Security_51,15,2022-11-21,09:50:47,,,,,32.0312,3000.0,Q  
12061,Security_23,17,2022-11-21,09:50:53,,,,,53.0312,7500.0,Q  
12454,Security_97,13,2022-11-21,09:52:33,,,84.125,1500.0,,,Q  
12080,Security_5,13,2022-11-21,09:50:57,42.9375,9700.0,,,,,CT 
12088,Security_89,15,2022-11-21,09:50:59,85.0312,500.0,,,,,T  
12111,Security_65,10,2022-11-21,09:51:05,54.0625,2000.0,,,,,CT 
12115,Security_8,14,2022-11-21,09:51:06,,,81.0938,5900.0,,,Q  
12139,Security_95,13,2022-11-21,09:51:12,1.0312,500.0,,,,,T  
12146,Security_50,9,2022-11-21,09:51:14,,,,,43.0938,100.0,Q  
12155,Security_69,11,2022-11-21,09:51:16,77.0,6500.0,,,,,CT 
12168,Security_68,14,2022-11-21,09:51:19,33.125,4100.0,,,,,T  
12171,Security_70,22,2022-11-21,09:51:20,,,61.0625,2300.0,,,Q  
12177,Security_19,12,2022-11-21,09:51:22,0.9375,4100.0,,,,,CT 
12213,Security_88,10,2022-11-21,09:51:31,,,,,32.0938,800.0,Q  
12248,Security_7,11,2022-11-21,09:51:39,,,47.0938,7200.0,,,Q  
12270,Security_65,11,2022-11-21,09:51:45,,,54.125,5000.0,,,Q  
12283,Security_31,10,2022-11-21,09:51:48,,,68.0,7100.0,,,Q  
12285,Security_39,13,2022-11-21,09:51:49,,,76.0938,5500.0,,,Q  
12286,Security_68,15,2022-11-21,09:51:49,33.125,9700.0,,,,,T  
12290,Security_30,10,2022-11-21,09:51:50,,,22.0,3900.0,,,Q  
12293,Security_43,9,2022-11-21,09:51:51,,,10.0625,7500.0,,,Q  
12307,Security_78,7,2022-11-21,09:51:55,67.9375,1600.0,,,,,CT 
12314,Security_98,11,2022-11-21,09:51:57,,,,,22.9688,6000.0,Q  
12322,Security_80,8,2022-11-21,09:51:59,,,80.0312,6600.0,,,Q  
12342,Security_81,11,2022-11-21,09:52:04,95.125,5200.0,,,,,T  
12352,Security_29,10,2022-11-21,09:52:06,,,,,11.1562,3000.0,Q  
12357,Security_93,12,2022-11-21,09:52:08,,,,,73.0312,2900.0,Q  
12368,Security_2,17,2022-11-21,09:52:10,,,,,90.0938,7700.0,Q  
12385,Security_33,18,2022-11-21,09:52:15,68.9375,9200.0,,,,,T  
12390,Security_79,14,2022-11-21,09:52:16,39.0,8100.0,,,,,CT 
12396,Security_23,18,2022-11-21,09:52:18,,,53.125,8300.0,,,Q  
12404,Security_47,15,2022-11-21,09:52:20,63.0938,8100.0,,,,,T  
12409,Security_0,13,2022-11-21,09:52:21,94.9688,700.0,,,,,CT 
12415,Security_75,17,2022-11-21,09:52:23,35.125,6000.0,,,,,CT 
12422,Security_68,16,2022-11-21,09:52:25,,,,,33.0625,2100.0,Q  
12426,Security_0,14,2022-11-21,09:52:26,94.9688,3300.0,,,,,T  
12432,Security_18,19,2022-11-21,09:52:27,,,45.125,2300.0,,,Q  
12450,Security_7,12,2022-11-21,09:52:32,,,,,47.0312,4900.0,Q  
12475,Security_33,19,2022-11-21,09:52:38,,,,,68.875,800.0,Q  
12490,Security_31,11,2022-11-21,09:52:42,67.9688,5500.0,,,,,T  
12494,Security_86,14,2022-11-21,09:52:43,,,,,29.0938,6300.0,Q  
12501,Security_6,13,2022-11-21,09:52:44,57.9688,6400.0,,,,,CT 
12504,Security_77,17,2022-11-21,09:52:45,49.0312,500.0,,,,,CT 
12538,Security_20,14,2022-11-21,09:52:54,55.0312,5200.0,,,,,CT 
12540,Security_15,13,2022-11-21,09:52:54,,,31.0625,4600.0,,,Q  
12565,Security_2,18,2022-11-21,09:53:01,,,90.1875,6300.0,,,Q  
12566,Security_38,15,2022-11-21,09:53:01,,,29.0312,4900.0,,,Q  
12567,Security_39,14,2022-11-21,09:53:01,76.0938,2300.0,,,,,T  
12577,Security_98,12,2022-11-21,09:53:04,,,,,23.0312,700.0,Q  
12593,Security_95,14,2022-11-21,09:53:08,,,1.125,500.0,,,Q  
12595,Security_69,12,2022-11-21,09:53:08,77.0,2900.0,,,,,T  
12605,Security_48,9,2022-11-21,09:53:11,63.0625,1900.0,,,,,CT 
12607,Security_93,13,2022-11-21,09:53:11,,,,,73.0312,4700.0,Q  
12610,Security_58,11,2022-11-21,09:53:12,49.0312,5400.0,,,,,CT 
12619,Security_74,12,2022-11-21,09:53:14,93.0,7800.0,,,,,T  
