Id,SeqNo,TradeDate,TimeStamp,TradePrice,TradeSize,AskPrice,AskSize,BidPrice,BidSize,Type
Security_73,10,8360,34437000,,-2147483648,66.0,2200,,-2147483648,Q
Security_49,6,8360,34437000,62.0312,8300,,-2147483648,,-2147483648,CT
Security_82,6,8360,34439000,31.0,2900,,-2147483648,,-2147483648,CT
Security_14,5,8360,34442000,,-2147483648,82.0625,9700,,-2147483648,Q
Security_22,13,8360,34442000,18.0,8300,,-2147483648,,-2147483648,CT
Security_74,6,8360,34449000,,-2147483648,93.0625,1000,,-2147483648,Q
Security_3,7,8360,34456000,45.9375,5400,,-2147483648,,-2147483648,T
Security_2,11,8360,34457000,,-2147483648,,-2147483648,90.0625,8600,Q
Security_99,7,8360,34458000,,-2147483648,87.0312,9600,,-2147483648,Q
Security_2,12,8360,34459000,90.0625,8400,,-2147483648,,-2147483648,CT
Security_83,10,8360,34461000,,-2147483648,,-2147483648,82.1562,300,Q
Security_26,5,8360,34462000,5.0,2300,,-2147483648,,-2147483648,T
Security_31,8,8360,34464000,,-2147483648,,-2147483648,67.9688,6000,Q
Security_16,13,8360,34466000,,-2147483648,97.0625,5800,,-2147483648,Q
Security_27,10,8360,34469000,,-2147483648,31.0938,4500,,-2147483648,Q
Security_1,12,8360,34470000,,-2147483648,4.0625,5000,,-2147483648,Q
Security_68,8,8360,34472000,,-2147483648,,-2147483648,33.0625,2100,Q
Security_80,6,8360,34477000,80.0,7000,,-2147483648,,-2147483648,CT
Security_44,10,8360,34478000,,-2147483648,15.1562,6600,,-2147483648,Q
Security_50,7,8360,34484000,43.0,1000,,-2147483648,,-2147483648,T
Security_15,10,8360,34484000,31.0625,3900,,-2147483648,,-2147483648,CT
Security_64,10,8360,34485000,56.0625,8300,,-2147483648,,-2147483648,T
Security_10,10,8360,34485000,,-2147483648,,-2147483648,70.1562,9000,Q
Security_28,11,8360,34489000,93.9688,100,,-2147483648,,-2147483648,CT
Security_52,12,8360,34490000,20.0625,3900,,-2147483648,,-2147483648,T
Security_9,8,8360,34492000,,-2147483648,61.0,8400,,-2147483648,Q
Security_8,8,8360,34494000,,-2147483648,,-2147483648,81.0312,500,Q
Security_24,13,8360,34495000,46.0625,5600,,-2147483648,,-2147483648,T
Security_88,8,8360,34497000,32.0,700,,-2147483648,,-2147483648,CT
Security_10,11,8360,34497000,,-2147483648,70.25,8200,,-2147483648,Q
Security_24,14,8360,34500000,46.0625,3500,,-2147483648,,-2147483648,CT
Security_100,9,8360,34501000,,-2147483648,,-2147483648,34.0,6200,Q
Security_22,14,8360,34502000,,-2147483648,18.0938,2300,,-2147483648,Q
Security_8,9,8360,34503000,81.0312,9500,,-2147483648,,-2147483648,T
Security_93,8,8360,34503000,73.0312,4900,,-2147483648,,-2147483648,CT
Security_33,13,8360,34504000,69.0312,400,,-2147483648,,-2147483648,T
Security_82,7,8360,34506000,,-2147483648,31.0625,8600,,-2147483648,Q
Security_92,10,8360,34510000,,-2147483648,,-2147483648,2.0,3600,Q
Security_84,11,8360,34510000,,-2147483648,,-2147483648,45.9062,4600,Q
Security_5,10,8360,34513000,,-2147483648,,-2147483648,43.0,9100,Q
Security_92,11,8360,34514000,,-2147483648,,-2147483648,2.0625,8800,Q
Security_37,8,8360,34515000,97.0,9900,,-2147483648,,-2147483648,CT
Security_72,10,8360,34516000,80.875,8500,,-2147483648,,-2147483648,CT
Security_47,11,8360,34517000,,-2147483648,,-2147483648,63.0938,4400,Q
Security_17,8,8360,34519000,,-2147483648,,-2147483648,75.9688,4000,Q
Security_0,7,8360,34524000,,-2147483648,,-2147483648,95.0625,800,Q
Security_91,10,8360,34529000,,-2147483648,42.0938,8800,,-2147483648,Q
Security_77,11,8360,34530000,49.0312,6000,,-2147483648,,-2147483648,T
Security_86,8,8360,34531000,,-2147483648,,-2147483648,29.0938,3300,Q
Security_7,7,8360,34533000,47.0312,8200,,-2147483648,,-2147483648,CT
Security_13,10,8360,34538000,27.0,7900,,-2147483648,,-2147483648,T
Security_17,9,8360,34540000,,-2147483648,,-2147483648,76.0312,1800,Q
Security_23,12,8360,34541000,52.9688,3600,,-2147483648,,-2147483648,CT
Security_55,10,8360,34545000,,-2147483648,,-2147483648,27.0,9600,Q
Security_61,6,8360,34547000,53.0625,3100,,-2147483648,,-2147483648,CT
Security_97,7,8360,34550000,,-2147483648,84.0,4200,,-2147483648,Q
Security_26,6,8360,34553000,5.0,5300,,-2147483648,,-2147483648,T
Security_62,6,8360,34555000,53.0,2400,,-2147483648,,-2147483648,CT
Security_37,9,8360,34557000,,-2147483648,97.0,7400,,-2147483648,Q
Security_83,11,8360,34558000,,-2147483648,82.1562,1300,,-2147483648,Q
Security_77,12,8360,34560000,49.0312,9700,,-2147483648,,-2147483648,T
Security_98,5,8360,34566000,,-2147483648,,-2147483648,23.0,6900,Q
Security_18,13,8360,34567000,,-2147483648,45.1562,2900,,-2147483648,Q
Security_19,8,8360,34568000,0.9375,5900,,-2147483648,,-2147483648,CT
Security_86,9,8360,34571000,29.0938,1900,,-2147483648,,-2147483648,T
Security_98,6,8360,34572000,,-2147483648,23.0,5300,,-2147483648,Q
Security_36,14,8360,34573000,50.9688,700,,-2147483648,,-2147483648,CT
Security_40,10,8360,34576000,,-2147483648,10.0625,2400,,-2147483648,Q
Security_22,15,8360,34580000,,-2147483648,,-2147483648,18.0,8800,Q
Security_12,7,8360,34583000,,-2147483648,,-2147483648,19.9688,5300,Q
Security_58,5,8360,34585000,49.0312,4100,,-2147483648,,-2147483648,T
Security_66,8,8360,34586000,3.0312,8600,,-2147483648,,-2147483648,T
Security_95,7,8360,34589000,,-2147483648,,-2147483648,0.9688,2000,Q
Security_13,11,8360,34590000,,-2147483648,27.0,4200,,-2147483648,Q
Security_52,13,8360,34593000,20.0625,9200,,-2147483648,,-2147483648,CT
Security_79,10,8360,34593000,39.0,7900,,-2147483648,,-2147483648,CT
Security_40,11,8360,34594000,,-2147483648,10.0312,9800,,-2147483648,Q
Security_74,7,8360,34595000,93.0,6100,,-2147483648,,-2147483648,T
Security_26,7,8360,34595000,5.0,4100,,-2147483648,,-2147483648,CT
Security_79,11,8360,34596000,39.0,2000,,-2147483648,,-2147483648,T
Security_97,8,8360,34598000,,-2147483648,84.0938,8700,,-2147483648,Q
Security_18,14,8360,34599000,,-2147483648,,-2147483648,45.0625,7500,Q
Security_90,11,8360,34604000,50.0,4000,,-2147483648,,-2147483648,T
Security_23,13,8360,34607000,52.9688,2900,,-2147483648,,-2147483648,T
Security_23,14,8360,34614000,,-2147483648,,-2147483648,52.9688,3200,Q
Security_43,4,8360,34616000,10.0,1900,,-2147483648,,-2147483648,CT
Security_72,11,8360,34619000,,-2147483648,80.9375,6600,,-2147483648,Q
Security_98,7,8360,34620000,23.0,2800,,-2147483648,,-2147483648,T
Security_11,13,8360,34623000,73.0312,8000,,-2147483648,,-2147483648,CT
Security_10,12,8360,34624000,,-2147483648,,-2147483648,70.125,6500,Q
Security_59,13,8360,34628000,90.0312,2100,,-2147483648,,-2147483648,CT
Security_8,10,8360,34635000,81.0312,4200,,-2147483648,,-2147483648,T
Security_67,7,8360,34636000,,-2147483648,,-2147483648,62.9688,6900,Q
Security_5,11,8360,34639000,,-2147483648,,-2147483648,42.9375,9200,Q
Security_43,5,8360,34640000,,-2147483648,,-2147483648,10.0312,9400,Q
Security_75,11,8360,34641000,35.0938,6200,,-2147483648,,-2147483648,CT
Security_71,13,8360,34641000,,-2147483648,,-2147483648,92.0625,9000,Q
Security_92,12,8360,34642000,,-2147483648,2.0938,1100,,-2147483648,Q
Security_34,5,8360,34644000,,-2147483648,,-2147483648,51.9375,500,Q
Security_36,15,8360,34649000,,-2147483648,,-2147483648,51.0,9800,Q
Security_68,9,8360,34649000,,-2147483648,33.0938,3200,,-2147483648,Q
Security_22,16,8360,34655000,18.0,6900,,-2147483648,,-2147483648,CT
Security_43,6,8360,34656000,10.0312,1700,,-2147483648,,-2147483648,T
Security_65,8,8360,34661000,,-2147483648,54.0625,100,,-2147483648,Q
Security_75,12,8360,34662000,35.0938,4800,,-2147483648,,-2147483648,CT
Security_26,8,8360,34667000,,-2147483648,,-2147483648,5.0312,3100,Q
Security_93,9,8360,34672000,73.0312,9700,,-2147483648,,-2147483648,CT
Security_58,6,8360,34675000,,-2147483648,,-2147483648,49.0312,1600,Q
Security_62,7,8360,34675000,53.0,2500,,-2147483648,,-2147483648,CT
Security_75,13,8360,34676000,35.0938,4800,,-2147483648,,-2147483648,CT
Security_17,10,8360,34677000,76.0312,300,,-2147483648,,-2147483648,T
Security_10,13,8360,34679000,70.125,5100,,-2147483648,,-2147483648,CT
Security_99,8,8360,34682000,86.9375,5400,,-2147483648,,-2147483648,T
Security_27,11,8360,34686000,31.0625,7500,,-2147483648,,-2147483648,CT
Security_10,14,8360,34690000,,-2147483648,70.1562,500,,-2147483648,Q
Security_19,9,8360,34692000,0.9375,2700,,-2147483648,,-2147483648,CT
Security_65,9,8360,34692000,54.0625,6600,,-2147483648,,-2147483648,CT
Security_83,12,8360,34698000,,-2147483648,82.1562,6000,,-2147483648,Q
Security_77,13,8360,34698000,,-2147483648,49.0312,9400,,-2147483648,Q
Security_39,10,8360,34703000,76.0625,4500,,-2147483648,,-2147483648,T
Security_43,7,8360,34705000,10.0312,3400,,-2147483648,,-2147483648,CT
Security_71,14,8360,34710000,,-2147483648,92.0625,4100,,-2147483648,Q
Security_45,4,8360,34711000,,-2147483648,,-2147483648,86.9688,5600,Q
Security_59,14,8360,34712000,,-2147483648,,-2147483648,90.0312,5500,Q
Security_19,10,8360,34713000,0.9375,4000,,-2147483648,,-2147483648,T
Security_93,10,8360,34715000,,-2147483648,,-2147483648,73.0938,2400,Q
Security_94,9,8360,34716000,66.9375,3400,,-2147483648,,-2147483648,CT
Security_91,11,8360,34724000,,-2147483648,42.0312,4600,,-2147483648,Q
Security_16,14,8360,34726000,97.0625,2300,,-2147483648,,-2147483648,T
Security_1,13,8360,34726000,4.0625,8700,,-2147483648,,-2147483648,T
Security_97,9,8360,34728000,,-2147483648,,-2147483648,84.0,5500,Q
Security_54,16,8360,34733000,,-2147483648,27.0625,1600,,-2147483648,Q
Security_74,8,8360,34734000,,-2147483648,93.0312,7100,,-2147483648,Q
Security_15,11,8360,34737000,31.0625,8000,,-2147483648,,-2147483648,CT
Security_68,10,8360,34738000,33.0625,4900,,-2147483648,,-2147483648,CT
Security_91,12,8360,34740000,42.0312,4600,,-2147483648,,-2147483648,T
Security_35,10,8360,34740000,,-2147483648,57.9062,1300,,-2147483648,Q
Security_14,6,8360,34741000,82.0625,1300,,-2147483648,,-2147483648,CT
Security_100,10,8360,34746000,,-2147483648,34.0312,1000,,-2147483648,Q
Security_18,15,8360,34748000,,-2147483648,,-2147483648,45.0625,7400,Q
Security_66,9,8360,34750000,3.0312,4400,,-2147483648,,-2147483648,CT
Security_36,16,8360,34750000,,-2147483648,51.0,6500,,-2147483648,Q
Security_14,7,8360,34757000,82.0625,1800,,-2147483648,,-2147483648,CT
Security_42,2,8360,34758000,,-2147483648,41.0938,5800,,-2147483648,Q
Security_94,10,8360,34759000,,-2147483648,67.0,5100,,-2147483648,Q
Security_69,9,8360,34763000,77.0,900,,-2147483648,,-2147483648,CT
Security_95,8,8360,34770000,0.9688,8100,,-2147483648,,-2147483648,T
Security_61,7,8360,34772000,53.0625,6000,,-2147483648,,-2147483648,T
Security_97,10,8360,34775000,84.0,7200,,-2147483648,,-2147483648,CT
Security_59,15,8360,34780000,90.0312,200,,-2147483648,,-2147483648,CT
Security_100,11,8360,34782000,,-2147483648,34.0,3400,,-2147483648,Q
Security_50,8,8360,34786000,,-2147483648,,-2147483648,43.0312,3200,Q
Security_56,5,8360,34787000,25.0625,1300,,-2147483648,,-2147483648,CT
Security_29,8,8360,34789000,11.125,9600,,-2147483648,,-2147483648,CT
Security_10,15,8360,34795000,,-2147483648,,-2147483648,70.1562,3400,Q
Security_81,10,8360,34797000,,-2147483648,,-2147483648,95.125,2700,Q
Security_0,8,8360,34804000,,-2147483648,95.1562,6200,,-2147483648,Q
Security_25,9,8360,34806000,,-2147483648,,-2147483648,75.0625,1200,Q
Security_43,8,8360,34808000,10.0312,1900,,-2147483648,,-2147483648,T
Security_2,13,8360,34809000,,-2147483648,90.125,9000,,-2147483648,Q
Security_30,7,8360,34811000,,-2147483648,22.0,5100,,-2147483648,Q
Security_20,9,8360,34816000,55.0312,8600,,-2147483648,,-2147483648,T
Security_97,11,8360,34829000,84.0,6900,,-2147483648,,-2147483648,T
Security_33,14,8360,34830000,,-2147483648,,-2147483648,68.9688,8200,Q
Security_51,11,8360,34831000,,-2147483648,32.125,8300,,-2147483648,Q
Security_4,9,8360,34838000,62.0,9200,,-2147483648,,-2147483648,T
Security_76,8,8360,34842000,83.0625,5000,,-2147483648,,-2147483648,T
Security_95,9,8360,34842000,0.9688,100,,-2147483648,,-2147483648,CT
Security_18,16,8360,34844000,45.0625,3100,,-2147483648,,-2147483648,T
Security_66,10,8360,34845000,,-2147483648,,-2147483648,3.0625,600,Q
Security_35,11,8360,34853000,,-2147483648,,-2147483648,57.9062,5600,Q
Security_100,12,8360,34855000,,-2147483648,,-2147483648,34.0,8200,Q
Security_9,9,8360,34860000,,-2147483648,61.0625,8800,,-2147483648,Q
Security_89,11,8360,34860000,85.0938,1000,,-2147483648,,-2147483648,CT
Security_90,12,8360,34863000,50.0,8100,,-2147483648,,-2147483648,T
Security_0,9,8360,34867000,95.0625,1100,,-2147483648,,-2147483648,CT
Security_59,16,8360,34874000,,-2147483648,90.0312,7800,,-2147483648,Q
Security_85,11,8360,34875000,27.0938,6200,,-2147483648,,-2147483648,CT
Security_8,11,8360,34883000,,-2147483648,,-2147483648,81.0312,2900,Q
Security_21,9,8360,34886000,,-2147483648,,-2147483648,11.9688,4100,Q
Security_75,14,8360,34889000,35.0938,2100,,-2147483648,,-2147483648,T
Security_71,15,8360,34894000,,-2147483648,92.0625,1700,,-2147483648,Q
Security_34,6,8360,34896000,51.9375,5400,,-2147483648,,-2147483648,T
Security_77,14,8360,34897000,49.0312,8900,,-2147483648,,-2147483648,T
Security_38,13,8360,34898000,29.0312,8500,,-2147483648,,-2147483648,T
Security_94,11,8360,34898000,,-2147483648,66.9375,4700,,-2147483648,Q
Security_98,8,8360,34902000,,-2147483648,23.0312,8800,,-2147483648,Q
Security_59,17,8360,34905000,,-2147483648,,-2147483648,90.0938,700,Q
Security_70,14,8360,34905000,,-2147483648,,-2147483648,60.9688,8600,Q
Security_51,12,8360,34907000,32.0625,300,,-2147483648,,-2147483648,CT
Security_89,12,8360,34908000,85.0938,7300,,-2147483648,,-2147483648,T
Security_70,15,8360,34908000,,-2147483648,,-2147483648,60.9688,400,Q
Security_39,11,8360,34913000,,-2147483648,,-2147483648,76.0938,2700,Q
Security_36,17,8360,34914000,51.0,4900,,-2147483648,,-2147483648,CT
Security_12,8,8360,34919000,,-2147483648,,-2147483648,19.9688,8300,Q
Security_85,12,8360,34921000,27.0938,8100,,-2147483648,,-2147483648,T
Security_13,12,8360,34922000,,-2147483648,,-2147483648,27.0,4200,Q
Security_93,11,8360,34922000,,-2147483648,73.1875,1400,,-2147483648,Q
Security_52,14,8360,34927000,20.0625,9000,,-2147483648,,-2147483648,T
Security_62,8,8360,34932000,53.0,4900,,-2147483648,,-2147483648,CT
Security_58,7,8360,34936000,49.0312,3700,,-2147483648,,-2147483648,CT
Security_80,7,8360,34943000,,-2147483648,80.0312,6800,,-2147483648,Q
Security_41,10,8360,34943000,16.0625,1700,,-2147483648,,-2147483648,CT
Security_60,12,8360,34948000,,-2147483648,,-2147483648,72.0938,7800,Q
Security_26,9,8360,34959000,,-2147483648,5.125,1100,,-2147483648,Q
Security_100,13,8360,34961000,34.0,5400,,-2147483648,,-2147483648,T
Security_41,11,8360,34962000,16.0625,7000,,-2147483648,,-2147483648,CT
Security_79,12,8360,34965000,,-2147483648,,-2147483648,39.0,7700,Q
Security_15,12,8360,34967000,,-2147483648,31.0938,5000,,-2147483648,Q
Security_42,3,8360,34970000,,-2147483648,,-2147483648,41.0312,2400,Q
Security_9,10,8360,34970000,,-2147483648,,-2147483648,61.0,7300,Q
Security_61,8,8360,34979000,53.0625,2600,,-2147483648,,-2147483648,CT
Security_30,8,8360,34982000,,-2147483648,,-2147483648,22.0,3600,Q
Security_92,13,8360,34988000,2.0625,2900,,-2147483648,,-2147483648,CT
Security_16,15,8360,34989000,,-2147483648,,-2147483648,97.125,900,Q
Security_7,8,8360,34991000,47.0312,9800,,-2147483648,,-2147483648,CT
Security_70,16,8360,34995000,60.9688,9800,,-2147483648,,-2147483648,CT
Security_84,12,8360,34995000,,-2147483648,45.9062,3500,,-2147483648,Q
Security_82,8,8360,34996000,31.0,5000,,-2147483648,,-2147483648,T
Security_27,12,8360,34998000,,-2147483648,31.1562,8400,,-2147483648,Q
Security_85,13,8360,34999000,,-2147483648,27.0938,7000,,-2147483648,Q
Security_17,11,8360,35000000,76.0312,3000,,-2147483648,,-2147483648,T
Security_47,12,8360,35001000,63.0938,9200,,-2147483648,,-2147483648,CT
Security_57,2,8360,35002000,,-2147483648,64.0938,4100,,-2147483648,Q
Security_86,10,8360,35007000,29.0938,8900,,-2147483648,,-2147483648,CT
Security_70,17,8360,35009000,60.9688,1200,,-2147483648,,-2147483648,CT
Security_51,13,8360,35012000,,-2147483648,,-2147483648,32.0938,1200,Q
Security_9,11,8360,35013000,,-2147483648,61.0312,3800,,-2147483648,Q
Security_31,9,8360,35016000,67.9688,4500,,-2147483648,,-2147483648,T
Security_70,18,8360,35017000,,-2147483648,,-2147483648,61.0,8800,Q
Security_35,12,8360,35017000,57.9062,9400,,-2147483648,,-2147483648,CT
Security_88,9,8360,35021000,,-2147483648,,-2147483648,32.0312,5500,Q
Security_72,12,8360,35023000,80.875,3200,,-2147483648,,-2147483648,CT
Security_1,14,8360,35024000,,-2147483648,,-2147483648,4.0625,6600,Q
Security_55,11,8360,35024000,27.0,9800,,-2147483648,,-2147483648,T
Security_34,7,8360,35025000,51.9375,4500,,-2147483648,,-2147483648,T
Security_75,15,8360,35030000,,-2147483648,,-2147483648,35.125,1100,Q
Security_23,15,8360,35031000,,-2147483648,53.0312,800,,-2147483648,Q
Security_54,17,8360,35031000,,-2147483648,27.125,8100,,-2147483648,Q
Security_11,14,8360,35033000,73.0312,1000,,-2147483648,,-2147483648,CT
Security_9,12,8360,35034000,,-2147483648,61.0625,1300,,-2147483648,Q
Security_25,10,8360,35036000,75.0625,1300,,-2147483648,,-2147483648,T
Security_30,9,8360,35037000,22.0,4400,,-2147483648,,-2147483648,T
Security_28,12,8360,35038000,,-2147483648,93.9688,7500,,-2147483648,Q
Security_24,15,8360,35039000,46.0625,2900,,-2147483648,,-2147483648,T
Security_20,10,8360,35042000,,-2147483648,55.0312,3300,,-2147483648,Q
Security_83,13,8360,35043000,82.1562,8000,,-2147483648,,-2147483648,CT
Security_56,6,8360,35049000,25.0625,2200,,-2147483648,,-2147483648,T
Security_3,8,8360,35050000,,-2147483648,,-2147483648,45.9688,4000,Q
Security_59,18,8360,35055000,90.0938,3300,,-2147483648,,-2147483648,CT
Security_20,11,8360,35063000,55.0312,6400,,-2147483648,,-2147483648,T
Security_95,10,8360,35071000,0.9688,1100,,-2147483648,,-2147483648,CT
Security_68,11,8360,35071000,,-2147483648,33.0625,3600,,-2147483648,Q
Security_21,10,8360,35073000,,-2147483648,,-2147483648,11.9375,3600,Q
Security_16,16,8360,35074000,97.125,7500,,-2147483648,,-2147483648,CT
Security_46,19,8360,35080000,47.0312,1400,,-2147483648,,-2147483648,T
Security_23,16,8360,35087000,52.9688,6700,,-2147483648,,-2147483648,T
Security_42,4,8360,35094000,41.0312,6200,,-2147483648,,-2147483648,T
Security_45,5,8360,35097000,,-2147483648,87.0,3900,,-2147483648,Q
Security_24,16,8360,35098000,46.0625,4500,,-2147483648,,-2147483648,CT
Security_10,16,8360,35100000,,-2147483648,,-2147483648,70.125,4300,Q
Security_14,8,8360,35101000,,-2147483648,,-2147483648,82.0938,6700,Q
Security_27,13,8360,35106000,,-2147483648,31.0625,2600,,-2147483648,Q
Security_9,13,8360,35109000,,-2147483648,,-2147483648,61.0,500,Q
Security_92,14,8360,35110000,2.0625,4000,,-2147483648,,-2147483648,T
Security_91,13,8360,35114000,,-2147483648,,-2147483648,42.0,4100,Q
Security_58,8,8360,35114000,,-2147483648,49.125,3500,,-2147483648,Q
Security_95,11,8360,35115000,,-2147483648,,-2147483648,1.0312,3200,Q
Security_40,12,8360,35115000,,-2147483648,10.0312,9100,,-2147483648,Q
Security_20,12,8360,35120000,55.0312,8600,,-2147483648,,-2147483648,CT
Security_39,12,8360,35128000,76.0938,800,,-2147483648,,-2147483648,CT
Security_69,10,8360,35131000,,-2147483648,77.0625,1100,,-2147483648,Q
Security_86,11,8360,35132000,29.0938,8800,,-2147483648,,-2147483648,T
Security_34,8,8360,35132000,51.9375,3400,,-2147483648,,-2147483648,CT
Security_74,9,8360,35132000,93.0,6400,,-2147483648,,-2147483648,CT
Security_3,9,8360,35133000,,-2147483648,45.9688,9100,,-2147483648,Q
Security_49,7,8360,35133000,,-2147483648,,-2147483648,62.0938,9900,Q
Security_76,9,8360,35135000,83.0625,8500,,-2147483648,,-2147483648,CT
Security_27,14,8360,35137000,31.0625,7600,,-2147483648,,-2147483648,CT
Security_1,15,8360,35138000,4.0625,6700,,-2147483648,,-2147483648,CT
Security_58,9,8360,35144000,49.0312,4200,,-2147483648,,-2147483648,CT
Security_12,9,8360,35149000,,-2147483648,20.0625,5100,,-2147483648,Q
Security_1,16,8360,35153000,4.0625,9800,,-2147483648,,-2147483648,T
Security_56,7,8360,35153000,25.0625,6500,,-2147483648,,-2147483648,T
Security_64,11,8360,35154000,,-2147483648,,-2147483648,56.0625,7800,Q
Security_55,12,8360,35155000,27.0,9400,,-2147483648,,-2147483648,CT
Security_6,10,8360,35156000,,-2147483648,,-2147483648,57.9375,3600,Q
Security_14,9,8360,35160000,,-2147483648,82.1875,8500,,-2147483648,Q
Security_86,12,8360,35164000,29.0938,3500,,-2147483648,,-2147483648,CT
Security_89,13,8360,35170000,,-2147483648,85.1562,4200,,-2147483648,Q
Security_79,13,8360,35173000,39.0,6600,,-2147483648,,-2147483648,CT
Security_94,12,8360,35177000,66.9375,200,,-2147483648,,-2147483648,CT
Security_16,17,8360,35177000,97.125,800,,-2147483648,,-2147483648,T
Security_2,14,8360,35179000,,-2147483648,90.0938,1300,,-2147483648,Q
Security_24,17,8360,35181000,46.0625,1700,,-2147483648,,-2147483648,T
Security_29,9,8360,35182000,,-2147483648,11.125,9300,,-2147483648,Q
Security_41,12,8360,35187000,16.0625,7900,,-2147483648,,-2147483648,CT
Security_24,18,8360,35191000,46.0625,3700,,-2147483648,,-2147483648,CT
Security_17,12,8360,35192000,,-2147483648,76.0938,5500,,-2147483648,Q
Security_47,13,8360,35207000,63.0938,9100,,-2147483648,,-2147483648,CT
Security_22,17,8360,35207000,,-2147483648,,-2147483648,17.9375,9100,Q
Security_53,6,8360,35209000,,-2147483648,21.0625,4200,,-2147483648,Q
Security_95,12,8360,35210000,1.0312,7900,,-2147483648,,-2147483648,CT
Security_75,16,8360,35211000,35.125,5600,,-2147483648,,-2147483648,T
Security_7,9,8360,35212000,47.0312,5700,,-2147483648,,-2147483648,CT
Security_0,10,8360,35214000,,-2147483648,,-2147483648,95.0,8700,Q
Security_6,11,8360,35217000,,-2147483648,,-2147483648,57.9688,3200,Q
Security_27,15,8360,35218000,,-2147483648,,-2147483648,31.0625,3700,Q
Security_34,9,8360,35218000,,-2147483648,52.0,8500,,-2147483648,Q
Security_8,12,8360,35219000,,-2147483648,,-2147483648,81.0625,3500,Q
Security_74,10,8360,35222000,93.0,300,,-2147483648,,-2147483648,T
Security_77,15,8360,35225000,49.0312,2100,,-2147483648,,-2147483648,T
Security_37,10,8360,35226000,97.0,7200,,-2147483648,,-2147483648,T
Security_54,18,8360,35228000,,-2147483648,,-2147483648,27.0938,7800,Q
Security_70,19,8360,35229000,61.0,9400,,-2147483648,,-2147483648,CT
Security_6,12,8360,35231000,,-2147483648,58.0312,1800,,-2147483648,Q
Security_57,3,8360,35231000,64.0,1400,,-2147483648,,-2147483648,T
Security_10,17,8360,35233000,70.125,6700,,-2147483648,,-2147483648,T
Security_16,18,8360,35235000,97.125,9300,,-2147483648,,-2147483648,T
Security_55,13,8360,35239000,,-2147483648,,-2147483648,27.0625,7100,Q
Security_94,13,8360,35240000,,-2147483648,,-2147483648,67.0,4000,Q
Security_60,13,8360,35240000,,-2147483648,,-2147483648,72.0312,9700,Q
Security_71,16,8360,35242000,,-2147483648,92.0625,2500,,-2147483648,Q
Security_18,17,8360,35242000,,-2147483648,,-2147483648,45.0625,3700,Q
Security_49,8,8360,35243000,62.0938,100,,-2147483648,,-2147483648,T
Security_71,17,8360,35243000,92.0625,500,,-2147483648,,-2147483648,T
Security_98,9,8360,35247000,,-2147483648,,-2147483648,22.9688,9200,Q
Security_42,5,8360,35247000,41.0312,3200,,-2147483648,,-2147483648,CT
Security_40,13,8360,35248000,,-2147483648,10.0,500,,-2147483648,Q
Security_68,12,8360,35251000,,-2147483648,,-2147483648,33.0625,7800,Q
Security_22,18,8360,35251000,17.9375,7900,,-2147483648,,-2147483648,CT
Security_85,14,8360,35252000,27.0938,700,,-2147483648,,-2147483648,CT
Security_86,13,8360,35253000,,-2147483648,29.0938,5400,,-2147483648,Q
Security_61,9,8360,35265000,,-2147483648,,-2147483648,53.0312,8800,Q
Security_61,10,8360,35267000,53.0312,1000,,-2147483648,,-2147483648,T
Security_67,8,8360,35267000,62.9688,1300,,-2147483648,,-2147483648,T
Security_60,14,8360,35271000,,-2147483648,,-2147483648,72.0938,4100,Q
Security_36,18,8360,35272000,51.0,3800,,-2147483648,,-2147483648,CT
Security_94,14,8360,35272000,,-2147483648,,-2147483648,67.0312,6600,Q
Security_22,19,8360,35275000,17.9375,1300,,-2147483648,,-2147483648,CT
Security_45,6,8360,35278000,86.9688,1700,,-2147483648,,-2147483648,CT
Security_94,15,8360,35278000,,-2147483648,67.125,4200,,-2147483648,Q
Security_46,20,8360,35282000,,-2147483648,47.0625,400,,-2147483648,Q
Security_74,11,8360,35284000,93.0,7500,,-2147483648,,-2147483648,T
Security_33,15,8360,35284000,,-2147483648,,-2147483648,68.9375,1600,Q
Security_56,8,8360,35285000,,-2147483648,,-2147483648,25.0625,6300,Q
Security_18,18,8360,35286000,,-2147483648,,-2147483648,45.0625,5800,Q
Security_33,16,8360,35288000,68.9375,2300,,-2147483648,,-2147483648,T
Security_3,10,8360,35290000,,-2147483648,,-2147483648,45.9688,9000,Q
Security_89,14,8360,35298000,,-2147483648,,-2147483648,85.0312,200,Q
Security_52,15,8360,35299000,20.0625,100,,-2147483648,,-2147483648,T
Security_60,15,8360,35303000,,-2147483648,72.125,2100,,-2147483648,Q
Security_38,14,8360,35304000,,-2147483648,,-2147483648,29.0312,7500,Q
Security_62,9,8360,35306000,53.0,9600,,-2147483648,,-2147483648,T
Security_33,17,8360,35307000,,-2147483648,69.0,8500,,-2147483648,Q
Security_70,20,8360,35308000,,-2147483648,61.0312,2100,,-2147483648,Q
Security_91,14,8360,35311000,42.0,4300,,-2147483648,,-2147483648,T
Security_57,4,8360,35314000,64.0,2900,,-2147483648,,-2147483648,CT
Security_37,11,8360,35315000,,-2147483648,97.0625,7700,,-2147483648,Q
Security_2,15,8360,35316000,90.0625,1000,,-2147483648,,-2147483648,CT
Security_12,10,8360,35316000,,-2147483648,19.9688,6000,,-2147483648,Q
Security_61,11,8360,35320000,,-2147483648,53.0938,9000,,-2147483648,Q
