result,table,_start,_stop,_time,_value,Ex,Id,SIC,SeqNo,Type,_field,_measurement
Query 1,1041,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,3000.0,AM,Security_557,BANKING,48,Q,AskSize,findata
Query 1,1042,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_557,BANKING,49,Q,AskPrice,findata
Query 1,1042,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,65.2188,AM,Security_557,BANKING,49,Q,AskPrice,findata
Query 1,1043,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_557,BANKING,49,Q,AskSize,findata
Query 1,1043,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,2800.0,AM,Security_557,BANKING,49,Q,AskSize,findata
Query 1,1044,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,65.0,AM,Security_557,BANKING,5,T,TradePrice,findata
Query 1,1044,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_557,BANKING,5,T,TradePrice,findata
Query 1,1045,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,4700.0,AM,Security_557,BANKING,5,T,TradeSize,findata
Query 1,1045,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_557,BANKING,5,T,TradeSize,findata
Query 1,1046,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_557,BANKING,50,T,TradePrice,findata
Query 1,1046,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,65.1562,AM,Security_557,BANKING,50,T,TradePrice,findata
Query 1,1047,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_557,BANKING,50,T,TradeSize,findata
Query 1,1047,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9300.0,AM,Security_557,BANKING,50,T,TradeSize,findata
Query 1,1048,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,65.0,AM,Security_557,BANKING,6,CT,TradePrice,findata
Query 1,1048,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_557,BANKING,6,CT,TradePrice,findata
Query 1,1049,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,5800.0,AM,Security_557,BANKING,6,CT,TradeSize,findata
Query 1,1049,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_557,BANKING,6,CT,TradeSize,findata
Query 1,1050,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,65.0,AM,Security_557,BANKING,7,Q,BidPrice,findata
Query 1,1050,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_557,BANKING,7,Q,BidPrice,findata
Query 1,1051,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,5000.0,AM,Security_557,BANKING,7,Q,BidSize,findata
Query 1,1051,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_557,BANKING,7,Q,BidSize,findata
Query 1,1052,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,65.0625,AM,Security_557,BANKING,8,Q,AskPrice,findata
Query 1,1052,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_557,BANKING,8,Q,AskPrice,findata
Query 1,1053,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,1000.0,AM,Security_557,BANKING,8,Q,AskSize,findata
Query 1,1053,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_557,BANKING,8,Q,AskSize,findata
Query 1,1054,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,65.0,AM,Security_557,BANKING,9,Q,BidPrice,findata
Query 1,1054,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_557,BANKING,9,Q,BidPrice,findata
Query 1,1055,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,7000.0,AM,Security_557,BANKING,9,Q,BidSize,findata
Query 1,1055,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_557,BANKING,9,Q,BidSize,findata
Query 1,1056,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,73.0,AM,Security_560,MEDICAL,1,T,TradePrice,findata
Query 1,1056,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_560,MEDICAL,1,T,TradePrice,findata
Query 1,1057,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,6600.0,AM,Security_560,MEDICAL,1,T,TradeSize,findata
Query 1,1057,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_560,MEDICAL,1,T,TradeSize,findata
Query 1,1058,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,73.0625,AM,Security_560,MEDICAL,10,CT,TradePrice,findata
Query 1,1058,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_560,MEDICAL,10,CT,TradePrice,findata
Query 1,1059,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,4600.0,AM,Security_560,MEDICAL,10,CT,TradeSize,findata
Query 1,1059,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_560,MEDICAL,10,CT,TradeSize,findata
Query 1,1060,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,73.0625,AM,Security_560,MEDICAL,11,T,TradePrice,findata
Query 1,1060,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_560,MEDICAL,11,T,TradePrice,findata
Query 1,1061,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,5500.0,AM,Security_560,MEDICAL,11,T,TradeSize,findata
Query 1,1061,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_560,MEDICAL,11,T,TradeSize,findata
Query 1,1062,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,73.0625,AM,Security_560,MEDICAL,12,T,TradePrice,findata
Query 1,1062,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_560,MEDICAL,12,T,TradePrice,findata
Query 1,1063,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,5000.0,AM,Security_560,MEDICAL,12,T,TradeSize,findata
Query 1,1063,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_560,MEDICAL,12,T,TradeSize,findata
Query 1,1064,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,73.0625,AM,Security_560,MEDICAL,13,CT,TradePrice,findata
Query 1,1064,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_560,MEDICAL,13,CT,TradePrice,findata
Query 1,1065,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,1400.0,AM,Security_560,MEDICAL,13,CT,TradeSize,findata
Query 1,1065,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_560,MEDICAL,13,CT,TradeSize,findata
Query 1,1066,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,73.0938,AM,Security_560,MEDICAL,14,Q,AskPrice,findata
Query 1,1066,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_560,MEDICAL,14,Q,AskPrice,findata
Query 1,1067,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,1500.0,AM,Security_560,MEDICAL,14,Q,AskSize,findata
Query 1,1067,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_560,MEDICAL,14,Q,AskSize,findata
Query 1,1068,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,73.0625,AM,Security_560,MEDICAL,15,T,TradePrice,findata
Query 1,1068,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_560,MEDICAL,15,T,TradePrice,findata
Query 1,1069,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,7300.0,AM,Security_560,MEDICAL,15,T,TradeSize,findata
Query 1,1069,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_560,MEDICAL,15,T,TradeSize,findata
Query 1,1070,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,73.0625,AM,Security_560,MEDICAL,16,T,TradePrice,findata
Query 1,1070,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_560,MEDICAL,16,T,TradePrice,findata
Query 1,1071,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,2700.0,AM,Security_560,MEDICAL,16,T,TradeSize,findata
Query 1,1071,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_560,MEDICAL,16,T,TradeSize,findata
Query 1,1072,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,73.0625,AM,Security_560,MEDICAL,17,T,TradePrice,findata
Query 1,1072,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_560,MEDICAL,17,T,TradePrice,findata
Query 1,1073,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,2000.0,AM,Security_560,MEDICAL,17,T,TradeSize,findata
Query 1,1073,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_560,MEDICAL,17,T,TradeSize,findata
Query 1,1074,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,73.125,AM,Security_560,MEDICAL,18,Q,BidPrice,findata
Query 1,1074,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_560,MEDICAL,18,Q,BidPrice,findata
Query 1,1075,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,1700.0,AM,Security_560,MEDICAL,18,Q,BidSize,findata
Query 1,1075,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_560,MEDICAL,18,Q,BidSize,findata
Query 1,1076,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,19,Q,AskPrice,findata
Query 1,1076,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,73.1875,AM,Security_560,MEDICAL,19,Q,AskPrice,findata
Query 1,1077,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,19,Q,AskSize,findata
Query 1,1077,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,1100.0,AM,Security_560,MEDICAL,19,Q,AskSize,findata
Query 1,1078,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,73.0,AM,Security_560,MEDICAL,2,CT,TradePrice,findata
Query 1,1078,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_560,MEDICAL,2,CT,TradePrice,findata
Query 1,1079,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,5900.0,AM,Security_560,MEDICAL,2,CT,TradeSize,findata
Query 1,1079,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_560,MEDICAL,2,CT,TradeSize,findata
Query 1,1080,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,20,Q,AskPrice,findata
Query 1,1080,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,73.1562,AM,Security_560,MEDICAL,20,Q,AskPrice,findata
Query 1,1081,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,20,Q,AskSize,findata
Query 1,1081,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,4000.0,AM,Security_560,MEDICAL,20,Q,AskSize,findata
Query 1,1082,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,21,CT,TradePrice,findata
Query 1,1082,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,73.125,AM,Security_560,MEDICAL,21,CT,TradePrice,findata
Query 1,1083,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,21,CT,TradeSize,findata
Query 1,1083,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,6900.0,AM,Security_560,MEDICAL,21,CT,TradeSize,findata
Query 1,1084,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,22,Q,AskPrice,findata
Query 1,1084,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,73.1875,AM,Security_560,MEDICAL,22,Q,AskPrice,findata
Query 1,1085,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,22,Q,AskSize,findata
Query 1,1085,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,8700.0,AM,Security_560,MEDICAL,22,Q,AskSize,findata
Query 1,1086,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,23,Q,AskPrice,findata
Query 1,1086,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,73.1875,AM,Security_560,MEDICAL,23,Q,AskPrice,findata
Query 1,1087,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,23,Q,AskSize,findata
Query 1,1087,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9700.0,AM,Security_560,MEDICAL,23,Q,AskSize,findata
Query 1,1088,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,24,Q,BidPrice,findata
Query 1,1088,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,73.125,AM,Security_560,MEDICAL,24,Q,BidPrice,findata
Query 1,1089,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,24,Q,BidSize,findata
Query 1,1089,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,6500.0,AM,Security_560,MEDICAL,24,Q,BidSize,findata
Query 1,1090,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,25,Q,AskPrice,findata
Query 1,1090,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,73.2188,AM,Security_560,MEDICAL,25,Q,AskPrice,findata
Query 1,1091,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,25,Q,AskSize,findata
Query 1,1091,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,3000.0,AM,Security_560,MEDICAL,25,Q,AskSize,findata
Query 1,1092,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,26,T,TradePrice,findata
Query 1,1092,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,73.125,AM,Security_560,MEDICAL,26,T,TradePrice,findata
Query 1,1093,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,26,T,TradeSize,findata
Query 1,1093,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9800.0,AM,Security_560,MEDICAL,26,T,TradeSize,findata
Query 1,1094,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,27,T,TradePrice,findata
Query 1,1094,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,73.125,AM,Security_560,MEDICAL,27,T,TradePrice,findata
Query 1,1095,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,27,T,TradeSize,findata
Query 1,1095,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9300.0,AM,Security_560,MEDICAL,27,T,TradeSize,findata
Query 1,1096,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,28,Q,BidPrice,findata
Query 1,1096,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,73.1562,AM,Security_560,MEDICAL,28,Q,BidPrice,findata
Query 1,1097,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,28,Q,BidSize,findata
Query 1,1097,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9000.0,AM,Security_560,MEDICAL,28,Q,BidSize,findata
Query 1,1098,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,29,Q,BidPrice,findata
Query 1,1098,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,73.1562,AM,Security_560,MEDICAL,29,Q,BidPrice,findata
Query 1,1099,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,29,Q,BidSize,findata
Query 1,1099,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,8300.0,AM,Security_560,MEDICAL,29,Q,BidSize,findata
Query 1,1100,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,73.0625,AM,Security_560,MEDICAL,3,Q,AskPrice,findata
Query 1,1100,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_560,MEDICAL,3,Q,AskPrice,findata
Query 1,1101,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,2300.0,AM,Security_560,MEDICAL,3,Q,AskSize,findata
Query 1,1101,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,,AM,Security_560,MEDICAL,3,Q,AskSize,findata
Query 1,1102,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,30,CT,TradePrice,findata
Query 1,1102,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,73.1562,AM,Security_560,MEDICAL,30,CT,TradePrice,findata
Query 1,1103,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,30,CT,TradeSize,findata
Query 1,1103,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,800.0,AM,Security_560,MEDICAL,30,CT,TradeSize,findata
Query 1,1104,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,31,Q,AskPrice,findata
Query 1,1104,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,73.25,AM,Security_560,MEDICAL,31,Q,AskPrice,findata
Query 1,1105,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,31,Q,AskSize,findata
Query 1,1105,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,7500.0,AM,Security_560,MEDICAL,31,Q,AskSize,findata
Query 1,1106,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,33,Q,BidPrice,findata
Query 1,1106,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,73.2188,AM,Security_560,MEDICAL,33,Q,BidPrice,findata
Query 1,1107,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,33,Q,BidSize,findata
Query 1,1107,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,800.0,AM,Security_560,MEDICAL,33,Q,BidSize,findata
Query 1,1108,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,34,CT,TradePrice,findata
Query 1,1108,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,73.2188,AM,Security_560,MEDICAL,34,CT,TradePrice,findata
Query 1,1109,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,34,CT,TradeSize,findata
Query 1,1109,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,8400.0,AM,Security_560,MEDICAL,34,CT,TradeSize,findata
Query 1,1110,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,35,CT,TradePrice,findata
Query 1,1110,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,73.2188,AM,Security_560,MEDICAL,35,CT,TradePrice,findata
Query 1,1111,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,35,CT,TradeSize,findata
Query 1,1111,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,100.0,AM,Security_560,MEDICAL,35,CT,TradeSize,findata
Query 1,1112,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,36,Q,AskPrice,findata
Query 1,1112,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,73.25,AM,Security_560,MEDICAL,36,Q,AskPrice,findata
Query 1,1113,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,36,Q,AskSize,findata
Query 1,1113,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,1700.0,AM,Security_560,MEDICAL,36,Q,AskSize,findata
Query 1,1114,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,37,Q,AskPrice,findata
Query 1,1114,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,73.3125,AM,Security_560,MEDICAL,37,Q,AskPrice,findata
Query 1,1115,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,37,Q,AskSize,findata
Query 1,1115,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,1400.0,AM,Security_560,MEDICAL,37,Q,AskSize,findata
Query 1,1116,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,38,CT,TradePrice,findata
Query 1,1116,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,73.2188,AM,Security_560,MEDICAL,38,CT,TradePrice,findata
Query 1,1117,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,38,CT,TradeSize,findata
Query 1,1117,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,9600.0,AM,Security_560,MEDICAL,38,CT,TradeSize,findata
Query 1,1118,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 09:00:00+00:00,,AM,Security_560,MEDICAL,39,T,TradePrice,findata
Query 1,1118,2022-11-21T08:00:00+00:00,2022-11-21T11:00:00+00:00,2022-11-21 11:00:00+00:00,73.2188,AM,Security_560,MEDICAL,39,T,TradePrice,findata
